YEAR,GQ,METAREA,AGE,SEX,RACE,HISPAN,EDUC,INCWAGE,WKSWORK1,UHRSWORK1
1978,1,7360,58,1,100,0,110,7517.41,32,15
1978,1,7360,23,1,100,0,20,26676.05,48,40
1978,1,4480,29,1,100,0,80,39449.38,52,54
1978,1,3200,22,2,100,0,80,9257.89,11,42
1978,1,1000,25,2,300,0,60,12532.35,29,54
1978,1,4480,21,2,100,0,70,40248.28,37,67
1978,1,1000,51,2,100,0,73,44293.11,42,76
1978,1,1600,59,1,100,0,111,32299.14,46,42
1978,1,3200,26,2,100,200,40,14414.67,47,31
1978,1,3200,60,1,200,0,90,2520.86,15,27
1978,1,4480,20,2,100,100,80,2089.85,21,56
1978,1,4480,48,1,100,0,100,28664.4,21,79
1978,1,7360,35,1,100,0,111,36922.27,44,68
1978,1,1600,22,1,100,0,30,7850.21,10,60
1978,1,1000,56,2,100,0,20,31880.65,31,52
1978,1,3200,36,2,100,0,110,4855.02,49,36
1978,1,1000,24,1,100,100,111,11141.81,20,54
1978,3,7360,38,2,100,0,70,1149.73,3,42
1978,1,7360,55,1,100,0,110,43335.35,48,70
1978,1,7360,66,2,100,0,110,21915.41,42,42
1978,1,3200,34,1,200,200,60,19035.74,40,45
1978,1,1000,22,1,200,0,60,1202.47,5,18
1978,1,3200,52,1,200,0,60,9180.43,35,27
1978,1,4480,37,1,100,0,60,11364.23,39,18
1978,1,1600,61,1,300,0,70,11506.52,9,73
1978,1,3200,52,2,100,0,100,23300.32,28,76
1978,1,4480,55,1,200,0,100,2288.63,42,5
1978,1,1600,55,2,100,0,80,12581.2,17,68
1978,1,1600,23,1,300,0,70,4938.61,6,50
1978,1,3200,20,1,300,0,50,735.25,7,13
1978,1,1000,69,1,100,0,50,1229.29,24,4
1978,1,3200,20,1,100,0,70,13193.69,25,40
1978,1,1000,53,1,100,0,10,24192.5,52,43
1978,3,3200,20,1,100,0,90,38877.59,41,57
1978,1,1000,57,1,100,0,60,7336.82,7,56
1978,1,4480,51,1,100,0,60,4918.44,32,20
1978,1,1000,62,2,100,0,100,15502.07,22,79
1978,1,7360,25,2,100,0,80,7495.55,38,37
1978,1,1600,65,2,100,0,90,263.01,2,13
1978,1,3200,22,2,200,0,90,13538.85,45,27
1978,1,3200,55,1,200,200,73,1098.59,19,9
1978,1,500,68,1,100,0,90,11774.63,38,58
1978,1,4480,28,2,200,0,80,202.25,1,25
1978,1,4480,20,1,100,0,90,327.96,9,2
1978,1,500,67,1,100,0,111,577.12,10,5
1978,1,7360,38,2,100,0,70,196.5,16,1
1978,1,3200,55,1,100,0,110,32294.1,33,71
1978,1,7360,25,2,200,0,20,3655.4,31,9
1978,1,4480,37,1,100,200,70,11728.81,38,28
1978,1,7360,50,2,100,200,111,30164.66,49,43
1978,1,1600,24,2,100,0,60,417.54,27,1
1978,1,1600,69,1,100,0,70,376.39,18,2
1978,1,1000,18,1,300,0,100,23541.13,24,64
1978,1,1600,30,1,100,0,80,6942.1,16,59
1978,1,1000,51,2,100,0,73,11251.53,10,75
1978,1,1000,59,1,200,0,60,23858.03,33,48
1978,1,4480,37,1,300,0,60,19241.95,48,30
1978,1,1000,42,1,100,0,73,21182.71,45,53
1978,1,1600,67,1,100,0,50,23227.99,47,39
1978,1,1600,38,1,100,0,73,1465.9,2,48
1978,1,3200,54,2,100,0,50,1559.94,5,32
1978,1,500,34,2,100,0,80,15743.05,29,78
1978,1,7360,21,2,100,0,60,25104.16,51,62
1978,1,7360,59,2,100,0,111,2450.03,4,78
1978,1,1600,61,2,300,0,30,1379.04,3,30
1978,1,7360,20,1,100,0,70,1444.07,4,25
1978,1,1000,19,1,100,0,90,18574.49,18,77
1978,1,1600,59,2,100,0,70,2708.55,7,70
1978,1,1000,41,1,200,0,110,331.82,2,11
1978,1,1600,35,1,100,0,110,10929.25,50,30
1978,1,500,37,2,100,0,10,13380.99,27,40
1978,1,3200,36,1,100,0,100,4172.4,19,16
1978,1,7360,59,2,200,0,60,13165.67,33,23
1978,1,1600,67,1,200,0,80,28163.78,49,38
1978,1,1600,41,2,100,0,30,5007.34,6,78
1978,1,1600,56,2,100,100,73,2281.25,25,13
1978,1,1000,32,1,200,200,110,2055.86,3,59
1978,1,1000,36,1,300,0,90,30745.0,30,68
1978,1,1600,29,1,100,0,111,6622.44,36,11
1978,1,7360,52,2,100,0,110,25331.13,49,64
1978,1,1600,55,2,100,200,90,50000.0,48,65
1978,1,1600,35,1,100,0,70,4255.96,6,44
1978,2,1600,69,1,200,0,80,546.53,5,9
1979,1,500,22,1,100,0,80,28306.12,37,60
1979,1,500,56,2,100,200,110,8744.56,38,20
1979,1,1600,49,1,100,0,80,2186.72,19,12
1979,2,7360,51,2,100,0,100,28618.15,31,69
1979,1,1000,25,2,100,0,60,19802.25,42,39
1979,1,1600,40,1,100,0,100,2648.81,5,41
1979,1,1600,66,1,100,0,60,8281.2,26,29
1979,1,1000,38,2,100,200,80,13757.48,19,53
1979,1,7360,35,1,200,0,70,5014.2,17,19
1979,1,4480,42,1,100,200,60,2099.45,30,7
1979,1,1600,33,2,100,0,111,6282.66,17,32
1979,1,1600,26,2,100,0,100,435.15,1,70
1979,1,7360,43,2,100,0,100,10758.13,31,29
1979,1,1600,65,1,100,0,70,9823.88,46,18
1979,1,1000,52,2,100,0,30,28769.93,35,63
1979,1,3200,29,2,100,0,110,1145.15,44,2
1979,1,4480,21,2,100,0,80,220.54,2,8
1979,1,1600,31,1,100,200,80,43110.78,39,78
1979,1,3200,56,1,100,200,90,38469.31,52,50
1979,1,1000,68,2,100,0,73,10159.99,17,43
1979,1,3200,29,1,100,0,90,1376.57,7,28
1979,1,3200,41,1,100,0,90,37948.74,47,79
1979,1,1000,35,2,100,0,90,3675.21,34,11
1979,1,500,45,1,100,0,90,435.76,8,4
1979,1,7360,50,2,100,0,70,2140.58,34,7
1979,1,4480,31,1,300,0,70,15974.36,38,28
1979,1,4480,48,1,300,0,70,1309.46,23,7
1979,1,3200,26,2,100,0,100,16724.06,44,25
1979,1,3200,57,1,100,0,110,5687.41,14,33
1979,1,7360,58,1,200,0,110,1470.0,44,2
1979,1,500,19,1,200,200,100,2882.03,33,6
1979,1,3200,18,2,100,0,110,4072.87,42,9
1979,1,3200,67,2,100,100,110,13538.77,46,24
1979,1,3200,52,2,100,0,70,31626.47,32,79
1979,1,1000,50,2,100,0,60,44730.82,29,77
1979,2,3200,30,2,100,0,50,543.95,3,11
1979,1,1000,66,1,100,0,80,23816.44,39,56
1979,1,4480,52,2,100,0,73,17797.47,22,75
1979,1,1600,46,2,100,0,40,50000.0,48,73
1979,1,4480,42,1,100,0,73,5001.56,27,15
1979,1,1000,37,2,100,0,90,28965.53,25,77
1979,1,500,60,1,100,0,90,5094.48,7,38
1979,1,7360,56,1,100,0,73,39478.29,46,42
1979,2,4480,59,1,100,0,90,1619.04,16,19
1979,1,7360,46,2,100,0,110,1752.09,9,39
1979,1,1600,32,1,300,0,30,608.04,5,16
1979,1,1600,69,2,300,100,80,1451.14,20,5
1979,1,3200,37,1,100,0,111,20238.14,31,54
1979,1,1600,24,1,100,0,90,1757.72,3,38
1979,1,500,52,2,100,0,30,31764.93,36,63
1979,1,1600,28,2,300,0,110,34506.98,40,54
1979,1,7360,68,1,300,0,60,27339.36,43,39
1979,1,1000,29,1,100,0,70,10307.29,52,24
1979,1,7360,47,2,300,0,20,2625.43,4,57
1979,1,3200,59,2,100,100,20,26103.42,29,62
1979,1,500,28,2,100,0,111,12055.75,37,21
1979,1,3200,24,1,200,0,110,17916.69,26,71
1979,1,4480,23,2,300,0,80,75.59,1,6
1979,1,4480,28,1,100,0,10,4594.2,14,31
1979,1,7360,43,1,100,0,80,2591.47,36,6
1979,1,7360,54,1,100,0,73,4266.48,17,21
1979,1,500,20,2,300,0,30,6154.96,46,13
1979,1,1600,30,2,100,0,70,19887.54,30,48
1979,1,7360,40,1,200,0,40,6115.29,6,76
1979,1,3200,62,1,100,0,90,11126.67,15,72
1979,1,3200,59,2,300,0,30,27181.74,50,39
1979,1,4480,69,2,300,200,30,17573.21,31,55
1979,1,3200,60,1,200,0,73,2498.69,10,38
1979,1,1600,67,1,200,0,50,13639.39,34,43
1979,1,3200,18,2,100,0,100,13161.56,24,68
1979,1,4480,35,2,100,0,110,23945.19,31,55
1979,1,1600,19,2,100,0,110,35349.79,37,58
1979,1,1600,45,2,100,0,100,25637.0,42,32
1979,1,7360,59,1,100,0,70,23762.67,34,49
1979,1,4480,36,2,200,0,60,4413.24,12,43
1979,1,1000,68,1,200,0,90,7730.89,8,61
1979,1,1600,47,1,100,0,73,1354.03,37,4
1979,1,1600,65,1,100,0,110,623.16,1,42
1979,1,4480,64,2,100,0,80,5340.88,7,56
1979,1,500,66,2,100,0,111,8756.11,14,36
1979,1,1600,53,1,200,0,50,14076.9,40,42
1979,1,7360,18,2,100,0,100,30091.85,46,48
1979,1,7360,27,1,100,0,80,7191.36,31,23
1979,1,7360,31,1,100,0,73,39214.54,47,73
1979,1,7360,30,1,100,0,10,200.77,9,2
1979,1,500,42,2,200,0,110,16294.93,22,70
1979,1,1600,49,1,100,0,110,4179.46,44,8
1979,1,3200,28,1,300,100,50,11632.3,26,30
1979,1,3200,48,1,100,0,30,13124.26,48,17
1979,1,7360,28,2,300,0,70,9051.23,25,19
1979,1,1600,58,1,100,0,60,8677.93,13,35
1979,1,1600,25,1,100,0,80,25456.63,37,65
1979,1,4480,52,2,100,200,40,30426.48,35,66
1979,1,4480,64,2,100,0,40,11408.62,18,30
1979,1,7360,36,2,100,0,100,6498.79,36,17
1979,1,4480,54,1,300,0,70,1885.43,4,27
1979,1,4480,65,1,100,0,90,646.28,9,4
1979,1,1600,30,1,100,0,73,30732.84,28,66
1979,1,7360,26,2,100,0,80,26508.58,30,62
1979,1,1600,34,1,100,0,100,10788.2,16,59
1979,1,3200,66,2,100,200,90,15872.68,23,78
1979,1,1000,61,1,100,0,100,517.91,2,22
1979,1,1000,63,1,100,100,20,27677.72,48,61
1979,1,4480,35,1,100,0,100,19160.58,27,75
1979,1,3200,46,1,200,0,90,3385.43,9,41
1979,1,7360,33,1,100,0,100,182.76,1,18
1979,1,500,26,2,100,0,100,13506.66,24,36
1979,1,3200,29,2,300,0,110,3801.02,21,25
1979,1,1000,67,2,100,0,20,19030.9,25,59
1979,1,500,40,1,100,100,73,25327.55,26,58
1979,1,1600,64,2,100,0,90,763.21,34,2
1979,1,4480,40,2,100,0,50,22736.62,32,64
1979,1,7360,19,2,100,0,90,10610.1,41,27
1979,1,7360,46,1,100,100,10,46009.28,44,74
1979,1,1600,58,1,200,0,100,27750.16,50,43
1979,1,4480,64,1,100,0,110,7457.8,44,24
1979,1,1600,47,2,100,0,50,31824.46,50,72
1979,1,1600,60,2,100,0,40,10053.08,33,21
1979,1,4480,51,2,100,0,50,11870.46,33,32
1979,1,500,51,1,200,0,80,19018.16,37,38
1979,1,4480,68,2,100,100,73,3290.16,24,13
1979,1,1600,36,1,300,0,73,8306.07,29,17
1979,1,500,62,2,100,0,110,17066.7,25,49
1979,1,1600,18,1,200,0,40,3590.85,8,38
1979,1,500,64,1,100,0,110,23714.79,31,71
1979,1,500,51,1,100,0,40,14090.59,11,69
1979,1,4480,24,2,300,0,40,6961.6,22,24
1979,1,1600,60,1,100,0,80,2824.67,3,55
1979,1,1000,32,2,100,0,90,17411.17,37,39
1979,1,7360,18,2,300,0,70,13003.45,47,21
1979,1,3200,28,1,100,0,100,50000.0,47,78
1979,1,1600,24,1,100,0,73,398.76,1,33
1979,1,1600,30,1,100,0,80,4337.28,8,49
1979,1,1000,18,1,300,0,80,1957.73,2,73
1979,1,4480,63,1,200,0,110,27951.82,50,68
1979,1,1000,33,1,100,0,111,25135.95,34,65
1979,1,1000,39,1,100,0,50,12815.51,22,74
1979,1,1000,62,1,100,200,100,24982.26,52,31
1979,1,4480,53,2,100,0,40,14200.08,38,22
1979,3,1000,52,1,100,0,100,17989.77,45,26
1979,1,1600,45,1,100,0,80,6035.8,9,77
1979,1,1600,61,1,100,0,60,4970.45,30,13
1979,1,1000,36,1,100,200,80,3482.44,11,31
1979,1,7360,65,2,100,0,30,920.73,26,6
1979,1,1000,67,2,100,0,80,731.55,36,3
1979,1,4480,18,2,100,0,60,28249.24,44,32
1979,1,7360,21,1,100,0,70,3901.34,3,74
1979,1,3200,48,2,200,0,110,38456.62,36,61
1979,1,1600,21,1,100,200,100,13201.16,41,23
1979,1,1600,58,1,100,0,30,2185.63,3,65
1979,1,500,36,2,200,0,20,32961.92,33,77
1979,1,1000,50,2,100,100,80,8794.69,13,52
1979,1,1600,58,2,100,0,40,2828.69,23,13
1979,1,500,20,2,300,100,90,19848.29,18,56
1979,2,1000,22,2,300,0,80,2883.53,5,38
1979,1,1600,50,2,200,200,20,18435.26,23,62
1979,1,1600,29,2,200,0,100,19138.82,16,78
1979,1,1000,30,1,100,0,100,17047.65,33,32
1979,1,7360,56,1,200,0,60,5856.66,19,20
1979,1,3200,35,1,100,0,90,9345.93,33,27
1979,1,1600,49,2,100,0,100,2025.33,12,11
1979,1,1600,33,1,100,0,100,3937.26,52,19
1979,1,1000,26,1,100,0,73,503.07,33,1
1979,3,1600,66,1,300,0,10,3373.85,5,55
1979,1,1600,67,2,200,0,90,8684.79,16,38
1979,1,1000,49,1,100,0,70,6185.75,27,13
1979,1,7360,29,1,100,0,90,27381.24,41,50
1979,1,1600,63,2,100,0,70,5457.25,23,27
1979,1,1000,30,1,100,0,50,18088.55,23,49
1979,1,7360,39,2,200,0,50,7397.36,31,41
1979,1,7360,22,1,100,0,90,10262.72,16,37
1979,1,3200,35,1,100,0,111,678.43,23,3
1979,1,4480,52,2,100,0,60,17076.84,38,40
1979,1,1000,58,1,200,100,60,5747.89,5,78
1979,1,4480,56,1,100,0,80,5888.22,13,78
1979,1,7360,40,1,300,0,111,202.63,19,1
1979,1,7360,19,1,100,0,110,6609.28,8,68
1979,1,7360,38,1,100,0,50,19098.78,26,51
1979,1,1000,19,1,100,0,90,3814.15,9,36
1979,1,7360,63,1,200,100,50,881.49,8,13
1979,1,4480,24,2,100,0,40,5991.59,29,22
1979,1,1600,36,2,100,0,110,7210.23,36,25
1979,1,3200,63,2,100,0,80,103.93,4,3
1979,1,7360,58,2,100,0,111,11780.15,18,44
1979,1,1600,56,1,100,0,50,1027.55,2,39
1979,1,1000,51,1,100,0,110,48129.6,44,68
1979,1,4480,67,2,100,0,90,16609.22,22,62
1979,1,3200,30,1,100,0,90,5055.62,16,18
1979,1,4480,58,1,100,0,60,1161.41,2,55
1979,2,1600,48,1,100,0,70,1996.48,10,18
1979,1,500,26,1,200,0,110,3289.47,2,79
1979,1,4480,69,1,100,0,80,6793.23,13,35
1979,1,3200,35,1,100,0,80,40709.44,52,45
1979,1,1000,29,1,200,0,50,7133.35,13,44
1979,1,7360,41,1,200,0,100,14682.02,11,67
1979,1,1000,46,1,100,0,40,9759.92,31,32
1979,1,3200,34,1,200,100,100,11929.57,14,69
1979,1,7360,46,2,200,0,80,21071.1,41,49
1979,2,4480,62,2,100,200,60,1856.12,7,26
1979,1,1600,48,2,100,0,110,26685.67,52,39
1979,1,7360,61,1,100,0,73,11109.15,27,53
1979,1,500,58,2,100,0,50,3283.7,8,32
1979,1,1600,30,2,100,0,100,4104.16,22,21
1979,1,1600,20,1,100,100,40,3725.53,42,11
1979,1,1600,40,1,100,0,90,632.24,14,4
1979,1,1600,23,2,100,100,80,25221.55,20,74
1979,1,4480,68,1,200,0,80,39515.72,44,63
1979,1,1600,44,2,300,0,20,30068.01,33,62
1979,2,3200,18,2,100,0,50,8218.34,12,63
1979,1,4480,22,1,100,0,60,20804.45,21,56
1979,1,3200,24,1,100,0,73,27854.11,26,66
1979,1,1600,32,2,300,200,70,26326.23,50,36
1979,1,4480,65,2,100,100,50,858.1,13,6
1979,2,1600,18,1,200,0,70,18588.36,28,71
1979,2,500,53,2,100,0,60,6497.21,17,22
1979,3,3200,33,2,200,200,90,924.41,4,25
1979,1,7360,43,2,100,0,80,2820.75,5,52
1979,1,1000,46,2,100,0,90,4958.0,6,62
1979,1,500,23,1,300,0,60,2661.96,4,48
1979,1,1600,53,1,100,0,80,20463.1,49,41
1979,1,500,47,1,100,0,73,1382.7,4,28
1979,1,4480,23,2,100,0,30,7851.19,43,10
1979,1,1000,24,1,100,0,10,21021.88,50,37
1979,1,7360,46,2,100,0,10,5221.59,37,13
1979,1,1600,63,1,300,0,110,3702.52,7,56
1979,1,3200,64,1,100,100,50,9499.15,35,15
1979,1,3200,42,1,100,0,80,21185.73,21,71
1979,1,7360,22,1,100,0,70,464.98,2,13
1979,1,7360,20,1,100,100,100,5398.24,30,18
1979,1,500,65,1,300,0,100,17474.78,31,59
1979,1,4480,36,1,100,0,90,13840.79,14,75
1979,1,1600,36,1,100,0,50,1095.94,7,16
1979,1,1600,68,2,100,0,30,2160.71,10,20
1979,1,7360,29,2,300,0,50,5068.57,42,9
1979,1,7360,29,2,100,200,100,11476.25,23,42
1979,1,1600,61,1,100,0,70,29825.45,37,53
1979,1,4480,38,2,100,0,90,22352.62,45,42
1979,1,500,28,1,100,0,50,9760.79,16,33
1979,1,4480,25,1,100,0,20,2192.93,17,12
1979,1,7360,23,2,300,0,70,2465.54,37,4
1979,1,1000,45,2,100,0,80,3803.88,15,30
1979,1,3200,35,1,100,0,100,8478.53,22,44
1979,1,7360,42,1,300,0,111,6009.08,51,9
1979,1,7360,41,2,100,0,100,3996.27,14,29
1979,1,7360,35,1,100,0,111,12315.35,23,60
1979,1,7360,37,1,100,0,40,2702.78,51,5
1979,2,1000,30,1,100,0,110,734.66,14,3
1979,1,3200,62,2,100,0,90,3467.47,8,48
1979,1,1600,24,2,100,0,110,12305.28,15,57
1979,2,7360,40,2,100,0,90,11607.09,39,27
1979,1,3200,23,1,100,0,30,11394.92,29,22
1979,1,500,39,1,100,0,70,46598.68,37,71
1979,1,1000,31,2,100,0,110,205.17,27,1
1979,1,4480,68,1,100,200,40,6627.53,29,17
1979,1,7360,34,1,100,0,90,15612.19,48,57
1979,1,7360,68,1,200,0,40,7075.67,8,73
1979,1,7360,48,2,300,0,70,23967.0,37,57
1979,1,7360,37,2,100,0,40,3155.78,40,7
1979,1,4480,32,1,100,0,110,4845.68,49,21
1979,1,7360,58,1,200,0,110,4723.98,7,42
1979,1,7360,28,1,300,0,50,50000.0,46,67
1979,1,4480,43,1,100,0,10,5861.21,23,34
1979,1,7360,32,2,200,0,70,13851.1,45,75
1979,1,3200,64,1,100,100,40,4703.97,22,15
1979,1,1000,27,2,100,100,111,21657.31,14,72
1979,1,4480,60,2,300,0,100,19962.45,25,60
1979,1,3200,64,1,200,0,111,499.38,3,10
1979,1,7360,49,1,100,0,73,88.56,7,1
1979,1,4480,38,1,100,0,90,2992.91,4,64
1979,1,500,19,1,100,0,80,10740.22,10,67
1979,1,1600,63,1,100,0,80,7127.16,16,31
1979,1,7360,40,1,200,0,90,1074.87,28,4
1979,1,7360,56,1,100,0,60,5437.27,10,67
1979,1,1000,50,1,100,0,80,7833.38,40,60
1979,1,7360,52,2,200,0,90,15281.27,25,36
1979,1,1000,47,2,100,0,50,1340.77,11,13
1979,1,1600,25,1,100,200,70,2014.2,8,13
1979,1,1600,68,1,100,0,80,713.68,19,2
1979,1,1000,31,2,100,0,70,11045.61,22,48
1979,1,1000,69,1,200,0,40,11114.58,17,47
1979,1,3200,39,1,300,0,111,5036.93,40,14
1979,1,1600,62,1,100,0,40,22275.85,35,58
1979,1,1000,49,1,100,0,70,679.82,47,1
1979,1,4480,56,2,100,0,73,13853.76,40,34
1979,1,7360,24,1,200,0,90,18494.66,47,36
1979,1,1600,33,2,100,0,60,3303.74,12,56
1979,1,1600,62,1,100,0,110,7355.49,52,13
1979,1,4480,35,1,100,200,90,9526.75,49,13
1979,1,1000,41,1,100,0,30,44072.66,41,71
1979,1,4480,63,2,200,0,73,6692.24,18,35
1979,1,4480,64,1,200,0,40,2610.06,47,13
1979,3,4480,42,1,100,0,100,4403.14,32,9
1979,1,1000,40,2,100,0,70,44246.61,50,48
1979,1,1000,55,2,100,0,110,43826.37,40,61
1979,1,1000,30,2,100,0,90,31187.49,38,43
1979,1,4480,60,1,100,0,90,39804.05,52,40
1979,1,1000,51,2,300,0,70,36859.67,45,55
1979,1,500,37,1,100,0,100,1779.55,4,42
1979,1,1600,59,2,100,0,73,3272.14,25,9
1979,1,1000,21,2,100,0,73,50000.0,36,77
1980,1,4480,62,2,100,0,80,36031.3,31,78
1980,1,3200,18,2,100,0,90,5879.57,21,17
1980,1,4480,49,2,100,0,73,7158.13,17,20
1980,1,3200,23,1,200,0,90,37339.25,51,68
1980,1,1600,44,1,100,0,111,24139.9,50,52
1980,1,4480,59,2,100,0,100,17744.72,32,30
1980,1,1600,19,1,100,0,80,10667.42,26,34
1980,1,1000,35,2,100,0,90,22658.84,24,64
1980,1,1600,30,2,100,100,60,41142.03,43,64
1980,1,1000,30,1,100,0,100,6180.67,5,77
1980,1,4480,49,1,100,0,40,45889.11,40,60
1980,1,3200,56,2,100,0,40,4005.15,5,60
1980,1,500,46,2,100,0,90,13202.38,44,19
1980,1,7360,47,1,200,200,110,50000.0,48,59
1980,1,4480,34,1,100,0,60,11094.53,33,43
1980,1,1600,57,1,100,200,80,3258.49,3,62
1980,1,7360,19,2,100,0,40,28158.98,45,75
1980,1,4480,54,2,100,200,70,22574.49,35,42
1980,1,3200,25,1,100,0,110,6933.32,43,17
1980,1,3200,65,2,100,0,70,9831.56,17,56
1980,1,3200,30,1,300,0,110,7616.4,52,10
1980,1,4480,69,1,100,0,110,50000.0,48,78
1980,1,500,63,1,100,0,90,16657.38,41,33
1980,1,3200,36,1,200,0,80,7479.11,13,56
1980,1,3200,36,1,100,0,60,88.2,3,3
1980,1,3200,57,1,100,0,90,7182.79,13,35
1980,1,4480,38,1,100,0,60,12308.77,27,60
1980,1,3200,43,1,100,0,40,13908.24,15,59
1980,1,1000,36,1,100,0,60,294.99,5,7
1980,1,1000,21,1,100,0,30,44897.79,38,62
1980,1,1600,58,2,100,0,70,11719.35,45,13
1980,1,1000,22,2,200,200,30,14315.58,31,21
1980,1,7360,49,2,100,100,70,20689.91,37,38
1980,1,7360,60,2,100,0,100,7012.7,22,16
1980,1,1600,20,1,300,0,50,50000.0,40,79
1980,1,7360,54,1,100,200,70,3574.34,4,56
1980,1,1000,26,2,100,200,100,9505.82,16,51
1980,1,1000,43,1,200,0,50,19995.62,49,42
1980,1,3200,42,1,100,0,80,10703.66,14,53
1980,1,1600,64,1,100,0,80,31233.94,27,63
1980,1,3200,26,2,100,0,110,320.95,3,10
1980,1,1000,44,2,100,0,80,13331.24,23,48
1980,1,3200,44,2,100,0,10,13802.93,49,21
1980,1,1000,37,2,100,0,30,1010.82,16,6
1980,3,7360,24,2,100,200,20,5984.01,21,28
1980,1,4480,56,1,100,200,60,12732.41,20,48
1980,1,1600,31,1,300,0,90,38341.33,50,53
1980,1,3200,27,1,200,0,70,8338.15,21,36
1980,1,4480,43,2,300,100,110,7571.39,23,16
1980,1,4480,55,2,100,0,30,36172.38,47,67
1980,1,1600,26,2,200,0,10,11015.56,16,53
1980,1,7360,62,1,100,0,80,3103.8,39,21
1980,1,3200,35,2,300,0,111,9295.2,14,50
1980,1,3200,30,1,100,0,50,15181.18,29,48
1980,1,4480,59,1,300,0,60,18014.18,13,76
1980,1,500,69,1,200,0,73,4141.68,9,48
1980,1,3200,53,1,100,0,70,32270.41,23,76
1980,1,1600,37,1,100,0,100,6756.84,31,12
1980,1,3200,61,1,100,0,80,123.82,1,11
1980,1,1600,35,1,100,0,111,1349.71,3,41
1980,1,7360,35,1,100,0,73,23088.15,45,74
1980,1,7360,40,1,100,0,60,7177.95,9,68
1980,1,7360,51,1,100,0,20,2727.85,39,8
1980,1,3200,44,2,200,0,110,13244.81,39,21
1980,1,3200,65,2,100,0,100,9895.92,17,68
1980,1,1600,28,2,100,0,110,22891.5,40,50
1980,1,1000,57,1,100,0,90,10867.99,49,29
1980,1,4480,63,1,100,100,70,37825.53,39,67
1980,1,7360,26,1,100,0,60,31180.7,45,44
1980,1,3200,23,2,100,0,70,12723.55,47,30
1980,1,4480,67,1,100,0,110,2497.07,3,78
1980,1,1600,31,1,100,0,100,15331.73,40,33
1980,1,4480,69,2,200,0,111,3816.74,46,10
1980,1,1000,55,1,100,0,10,2257.45,7,25
1980,1,7360,46,1,100,0,50,19902.74,40,57
1980,1,3200,20,2,100,0,73,43163.08,43,73
1980,1,4480,29,2,100,0,90,13499.46,13,71
1980,1,1600,61,2,300,0,30,8059.27,9,53
1980,1,500,26,2,300,100,50,3193.91,6,53
1980,1,3200,36,2,100,0,20,23461.42,36,37
1980,1,1600,37,2,100,0,30,368.68,32,1
1980,1,4480,55,2,300,0,40,2797.08,9,24
1980,1,1000,21,1,100,0,90,7869.03,36,14
1980,1,1000,20,1,100,0,100,3470.56,16,19
1980,1,500,68,1,100,0,90,12818.15,39,28
1980,1,3200,32,2,100,0,40,13722.6,17,55
1980,1,1600,45,2,300,0,80,10657.99,38,21
1980,1,7360,54,1,100,0,111,5038.15,37,14
1980,1,7360,30,1,100,0,60,330.15,2,77
1980,1,1600,47,1,100,0,110,2581.88,16,13
1980,1,4480,56,1,100,0,30,20489.13,28,52
1980,1,4480,58,1,100,0,40,23043.93,32,67
1980,1,4480,33,2,100,0,40,10746.97,30,58
1980,1,1000,44,1,100,200,100,15827.73,44,33
1980,1,1600,40,2,100,0,90,18944.08,48,45
1980,1,4480,30,1,100,0,60,797.11,2,26
1980,1,1600,37,2,100,0,100,32015.68,41,52
1980,1,4480,45,2,100,0,60,6234.28,10,43
1980,1,1000,54,2,100,0,70,25996.82,19,68
1980,1,1000,36,2,100,0,90,22353.7,39,35
1980,1,1600,64,2,100,100,110,24020.0,37,61
1980,1,7360,65,2,100,100,20,23476.39,44,68
1980,1,3200,39,2,300,0,80,10592.55,38,21
1980,1,4480,25,1,100,0,60,8656.78,22,27
1980,1,7360,50,2,100,0,100,38333.47,38,61
1980,1,7360,52,1,100,100,110,5166.25,37,20
1980,1,1600,62,1,200,100,80,40325.45,50,72
1980,1,4480,30,2,200,0,111,1696.17,6,14
1980,1,3200,56,1,100,0,111,19102.51,25,60
1980,1,1000,35,1,100,0,70,50000.0,44,73
1980,1,500,69,1,100,0,60,16306.14,52,23
1980,1,4480,39,1,100,0,90,11182.72,45,19
1980,2,3200,31,1,100,0,110,7118.46,28,27
1980,1,1000,53,1,100,0,100,4491.9,31,7
1980,1,7360,61,1,100,100,110,26961.61,52,68
1980,1,4480,41,2,100,0,60,22890.29,35,52
1980,1,1600,29,1,100,0,90,1595.55,2,64
1980,1,1000,26,1,100,100,80,7171.4,11,38
1980,1,3200,65,1,100,0,90,30335.5,51,47
1980,1,1600,38,1,100,100,50,7471.91,21,27
1980,1,3200,67,2,100,0,70,31728.35,41,72
1980,1,7360,69,2,100,0,80,9848.77,23,29
1980,2,7360,37,2,100,0,100,4693.44,45,8
1980,1,3200,67,1,100,0,70,2404.5,35,6
1980,1,500,61,2,100,0,60,22775.32,29,44
1980,1,1000,37,2,100,0,110,9842.52,24,44
1980,1,4480,26,1,100,0,110,8188.89,36,13
1980,1,500,23,1,300,100,30,22424.92,30,42
1980,1,1600,22,1,100,0,20,25261.91,28,58
1980,1,7360,50,1,100,0,90,4132.34,11,31
1980,1,7360,29,1,200,0,80,4276.64,38,7
1980,1,1600,19,2,100,0,10,8118.44,44,12
1980,1,1000,38,1,100,200,73,13853.24,33,23
1980,1,1000,55,1,100,0,60,4356.22,21,18
1980,1,1600,30,1,100,0,100,7571.89,6,76
1980,1,1000,47,1,200,200,110,1271.87,8,14
